var,lead,season_year,season,p_abaixo,p_normal,p_acima,obs_cat
temperatura,6,2003,DJF,0.3562,0.3254,0.3183,0
temperatura,6,2004,DJF,0.3340,0.3108,0.3552,0
temperatura,6,2005,DJF,0.3522,0.2689,0.3789,1
temperatura,6,2006,DJF,0.3532,0.3204,0.3264,1
temperatura,6,2007,DJF,0.3628,0.2920,0.3451,0
temperatura,6,2008,DJF,0.3554,0.3515,0.2931,0
temperatura,6,2009,DJF,0.3474,0.3161,0.3364,2
temperatura,6,2010,DJF,0.3244,0.3468,0.3288,2
temperatura,6,2011,DJF,0.3998,0.2664,0.3338,1
temperatura,6,2012,DJF,0.3994,0.2634,0.3372,2
temperatura,6,2013,DJF,0.3817,0.3127,0.3055,2
temperatura,6,2014,DJF,0.3186,0.2812,0.4002,2
temperatura,6,2015,DJF,0.2458,0.2544,0.4999,2
temperatura,6,2016,DJF,0.2846,0.2851,0.4303,2
temperatura,6,2017,DJF,0.2671,0.2422,0.4907,0
temperatura,6,2018,DJF,0.3825,0.2541,0.3634,2
temperatura,6,2019,DJF,0.2303,0.2411,0.5285,0
temperatura,6,2020,DJF,0.3175,0.2410,0.4414,1
temperatura,6,2021,DJF,0.3154,0.2864,0.3982,0
temperatura,6,2022,DJF,0.3581,0.2807,0.3613,0
temperatura,6,2023,DJF,0.2867,0.2297,0.4836,2
temperatura,6,2024,DJF,0.2699,0.2840,0.4462,2
temperatura,12,1981,JFM,0.3079,0.3883,0.3038,0
temperatura,12,1982,JFM,0.3444,0.3430,0.3127,0
temperatura,12,1983,JFM,0.3406,0.3570,0.3024,0
temperatura,12,1984,JFM,0.2383,0.5180,0.2437,2
temperatura,12,1985,JFM,0.3282,0.3798,0.2919,0
temperatura,12,1986,JFM,0.3421,0.3625,0.2954,1
temperatura,12,1987,JFM,0.3652,0.3318,0.3030,1
temperatura,12,1988,JFM,0.3098,0.3713,0.3190,1
temperatura,12,1989,JFM,0.2826,0.4059,0.3115,1
temperatura,12,1990,JFM,0.4200,0.2995,0.2805,2
temperatura,12,1991,JFM,0.3599,0.3166,0.3235,0
temperatura,12,1992,JFM,0.3191,0.3604,0.3204,1
temperatura,12,1993,JFM,0.2979,0.3497,0.3523,1
temperatura,12,1994,JFM,0.3818,0.2784,0.3398,1
temperatura,12,1995,JFM,0.3300,0.3573,0.3127,2
temperatura,12,1996,JFM,0.3148,0.3584,0.3268,2
temperatura,12,1997,JFM,0.3792,0.2990,0.3218,0
temperatura,12,1998,JFM,0.3614,0.3397,0.2989,2
temperatura,12,1999,JFM,0.2327,0.3566,0.4106,1
temperatura,12,2000,JFM,0.3913,0.2950,0.3137,0
temperatura,12,2001,JFM,0.4330,0.2682,0.2988,2
temperatura,12,2002,JFM,0.3453,0.3174,0.3373,1
temperatura,12,2003,JFM,0.3856,0.2891,0.3253,2
temperatura,12,2004,JFM,0.2869,0.3730,0.3402,0
temperatura,12,2005,JFM,0.2847,0.3780,0.3374,0
temperatura,12,2006,JFM,0.2929,0.3814,0.3256,2
temperatura,12,2007,JFM,0.3634,0.3248,0.3118,2
temperatura,12,2008,JFM,0.2960,0.3303,0.3737,0
temperatura,12,2009,JFM,0.4182,0.2434,0.3384,1
temperatura,12,2010,JFM,0.3796,0.2850,0.3354,2
temperatura,12,2011,JFM,0.2600,0.4151,0.3249,2
temperatura,12,2012,JFM,0.3562,0.3021,0.3417,0
temperatura,12,2013,JFM,0.3753,0.2399,0.3848,0
temperatura,12,2014,JFM,0.3261,0.3415,0.3324,2
temperatura,12,2015,JFM,0.3560,0.3023,0.3418,2
temperatura,12,2016,JFM,0.3537,0.3004,0.3459,2
temperatura,12,2017,JFM,0.2665,0.3254,0.4081,1
temperatura,12,2018,JFM,0.2604,0.3730,0.3666,0
temperatura,12,2019,JFM,0.3927,0.2644,0.3429,2
temperatura,12,2020,JFM,0.2630,0.3381,0.3989,0
temperatura,12,2021,JFM,0.2555,0.3348,0.4097,1
temperatura,12,2022,JFM,0.3610,0.2523,0.3867,0
temperatura,12,2023,JFM,0.3416,0.2799,0.3785,0
temperatura,12,2024,JFM,0.4147,0.2207,0.3646,1
temperatura,12,2025,JFM,0.2711,0.4147,0.3142,2
temperatura,12,2026,JFM,0.3527,0.2672,0.3801,1
temperatura,12,1981,FMA,0.2852,0.4861,0.2287,0
temperatura,12,1982,FMA,0.3327,0.4033,0.2639,0
temperatura,12,1983,FMA,0.3510,0.3842,0.2648,1
temperatura,12,1984,FMA,0.3950,0.3886,0.2163,2
temperatura,12,1985,FMA,0.2909,0.3304,0.3787,2
temperatura,12,1986,FMA,0.2941,0.2778,0.4280,2
temperatura,12,1987,FMA,0.3200,0.3180,0.3620,1
temperatura,12,1988,FMA,0.3171,0.4558,0.2270,0
temperatura,12,1989,FMA,0.3302,0.3918,0.2780,1
temperatura,12,1990,FMA,0.3052,0.3195,0.3753,2
temperatura,12,1991,FMA,0.3515,0.3697,0.2788,0
temperatura,12,1992,FMA,0.3436,0.3836,0.2728,1
temperatura,12,1993,FMA,0.3910,0.4039,0.2051,1
temperatura,12,1994,FMA,0.3684,0.3650,0.2665,1
temperatura,12,1995,FMA,0.3358,0.3250,0.3392,0
temperatura,12,1996,FMA,0.3690,0.3618,0.2692,1
temperatura,12,1997,FMA,0.3158,0.3120,0.3723,0
temperatura,12,1998,FMA,0.3594,0.3430,0.2976,2
temperatura,12,1999,FMA,0.3508,0.4343,0.2149,1
temperatura,12,2000,FMA,0.3082,0.2500,0.4418,0
temperatura,12,2001,FMA,0.3135,0.2861,0.4004,2
temperatura,12,2002,FMA,0.3224,0.3105,0.3671,2
temperatura,12,2003,FMA,0.3787,0.3217,0.2996,2
temperatura,12,2004,FMA,0.3244,0.3663,0.3094,0
temperatura,12,2005,FMA,0.3276,0.3681,0.3043,1
temperatura,12,2006,FMA,0.3538,0.2958,0.3505,1
temperatura,12,2007,FMA,0.3241,0.2976,0.3783,2
temperatura,12,2008,FMA,0.3543,0.3650,0.2806,0
temperatura,12,2009,FMA,0.3052,0.2149,0.4799,1
temperatura,12,2010,FMA,0.3232,0.3092,0.3676,2
temperatura,12,2011,FMA,0.3455,0.3703,0.2843,1
temperatura,12,2012,FMA,0.2989,0.3033,0.3978,2
temperatura,12,2013,FMA,0.4123,0.2571,0.3307,0
temperatura,12,2014,FMA,0.3348,0.3511,0.3141,2
temperatura,12,2015,FMA,0.3479,0.3046,0.3476,1
temperatura,12,2016,FMA,0.4021,0.3016,0.2963,2
temperatura,12,2017,FMA,0.3393,0.4188,0.2419,0
temperatura,12,2018,FMA,0.2938,0.3030,0.4031,0
temperatura,12,2019,FMA,0.3394,0.2466,0.4140,1
temperatura,12,2020,FMA,0.3233,0.3586,0.3182,0
temperatura,12,2021,FMA,0.2473,0.3429,0.4098,0
temperatura,12,2022,FMA,0.3661,0.2360,0.3978,0
temperatura,12,2023,FMA,0.3040,0.2168,0.4792,0
temperatura,12,2024,FMA,0.3428,0.2813,0.3759,2
temperatura,12,2025,FMA,0.3479,0.4702,0.1819,2
temperatura,12,2026,FMA,0.3163,0.2657,0.4179,2
temperatura,12,1980,MAM,0.3016,0.3942,0.3042,2
temperatura,12,1981,MAM,0.2518,0.4237,0.3245,0
temperatura,12,1982,MAM,0.2493,0.4536,0.2971,0
temperatura,12,1983,MAM,0.3111,0.3971,0.2919,1
temperatura,12,1984,MAM,0.2872,0.3553,0.3575,2
temperatura,12,1985,MAM,0.2601,0.3912,0.3487,1
temperatura,12,1986,MAM,0.2293,0.3901,0.3806,2
temperatura,12,1987,MAM,0.2529,0.4269,0.3201,1
temperatura,12,1988,MAM,0.3096,0.3846,0.3058,1
temperatura,12,1989,MAM,0.3108,0.3571,0.3321,1
temperatura,12,1990,MAM,0.2666,0.3578,0.3755,2
temperatura,12,1991,MAM,0.2972,0.3282,0.3745,0
temperatura,12,1992,MAM,0.3124,0.3523,0.3353,2
temperatura,12,1993,MAM,0.3050,0.3661,0.3289,2
temperatura,12,1994,MAM,0.2855,0.3850,0.3296,1
temperatura,12,1995,MAM,0.3440,0.3057,0.3503,1
temperatura,12,1996,MAM,0.3686,0.2994,0.3321,1
temperatura,12,1997,MAM,0.2825,0.3776,0.3398,0
temperatura,12,1998,MAM,0.3168,0.3517,0.3315,1
temperatura,12,1999,MAM,0.3790,0.3380,0.2830,0
temperatura,12,2000,MAM,0.2694,0.3757,0.3549,0
temperatura,12,2001,MAM,0.3026,0.3532,0.3442,2
temperatura,12,2002,MAM,0.2814,0.3934,0.3252,2
temperatura,12,2003,MAM,0.3186,0.3294,0.3519,1
temperatura,12,2004,MAM,0.3219,0.3335,0.3446,0
temperatura,12,2005,MAM,0.3462,0.3420,0.3118,2
temperatura,12,2006,MAM,0.2746,0.2450,0.4804,0
temperatura,12,2007,MAM,0.2973,0.3208,0.3819,2
temperatura,12,2008,MAM,0.3478,0.3612,0.2910,0
temperatura,12,2009,MAM,0.3333,0.2843,0.3824,1
temperatura,12,2010,MAM,0.3507,0.3016,0.3477,1
temperatura,12,2011,MAM,0.3619,0.3608,0.2774,0
temperatura,12,2012,MAM,0.3583,0.3394,0.3023,1
temperatura,12,2013,MAM,0.3117,0.3190,0.3693,0
temperatura,12,2014,MAM,0.3713,0.2857,0.3430,2
temperatura,12,2015,MAM,0.3340,0.2828,0.3832,1
temperatura,12,2016,MAM,0.3800,0.2295,0.3906,2
temperatura,12,2017,MAM,0.3554,0.2139,0.4307,0
temperatura,12,2018,MAM,0.3727,0.3097,0.3176,1
temperatura,12,2019,MAM,0.3638,0.2719,0.3642,2
temperatura,12,2020,MAM,0.3950,0.3154,0.2896,0
temperatura,12,2021,MAM,0.3612,0.2727,0.3660,0
temperatura,12,2022,MAM,0.3340,0.3184,0.3475,0
temperatura,12,2023,MAM,0.2979,0.2738,0.4283,0
temperatura,12,2024,MAM,0.4320,0.2699,0.2981,2
temperatura,12,2025,MAM,0.5937,0.2330,0.1733,2
temperatura,12,2026,MAM,0.3833,0.2917,0.3250,2
temperatura,12,1980,AMJ,0.2930,0.3481,0.3589,1
temperatura,12,1981,AMJ,0.2791,0.3753,0.3456,0
temperatura,12,1982,AMJ,0.2506,0.3898,0.3597,0
temperatura,12,1983,AMJ,0.2896,0.3719,0.3386,2
temperatura,12,1984,AMJ,0.2940,0.4578,0.2481,2
temperatura,12,1985,AMJ,0.3567,0.2858,0.3575,0
temperatura,12,1986,AMJ,0.3398,0.3130,0.3472,2
temperatura,12,1987,AMJ,0.4005,0.2559,0.3436,1
temperatura,12,1988,AMJ,0.3132,0.3697,0.3171,0
temperatura,12,1989,AMJ,0.3751,0.2817,0.3433,1
temperatura,12,1990,AMJ,0.3358,0.2717,0.3925,1
temperatura,12,1991,AMJ,0.3344,0.3351,0.3305,2
temperatura,12,1992,AMJ,0.3592,0.3234,0.3174,2
temperatura,12,1993,AMJ,0.3138,0.3529,0.3333,1
temperatura,12,1994,AMJ,0.3081,0.3637,0.3282,1
temperatura,12,1995,AMJ,0.3252,0.3344,0.3405,1
temperatura,12,1996,AMJ,0.3502,0.3171,0.3327,0
temperatura,12,1997,AMJ,0.3329,0.3073,0.3599,0
temperatura,12,1998,AMJ,0.2978,0.3548,0.3474,1
temperatura,12,1999,AMJ,0.3005,0.3722,0.3273,0
temperatura,12,2000,AMJ,0.3385,0.2992,0.3623,2
temperatura,12,2001,AMJ,0.3615,0.2903,0.3482,2
temperatura,12,2002,AMJ,0.3542,0.3135,0.3323,2
temperatura,12,2003,AMJ,0.3265,0.3478,0.3256,2
temperatura,12,2004,AMJ,0.3637,0.3094,0.3269,1
temperatura,12,2005,AMJ,0.3259,0.3610,0.3132,2
temperatura,12,2006,AMJ,0.2788,0.3796,0.3417,0
temperatura,12,2007,AMJ,0.3359,0.3301,0.3340,2
temperatura,12,2008,AMJ,0.3547,0.3101,0.3352,0
temperatura,12,2009,AMJ,0.3186,0.2946,0.3868,0
temperatura,12,2010,AMJ,0.3458,0.2999,0.3543,0
temperatura,12,2011,AMJ,0.4115,0.2760,0.3125,0
temperatura,12,2012,AMJ,0.4002,0.2505,0.3493,1
temperatura,12,2013,AMJ,0.2845,0.3516,0.3639,1
temperatura,12,2014,AMJ,0.3037,0.3585,0.3378,2
temperatura,12,2015,AMJ,0.3069,0.3458,0.3473,1
temperatura,12,2016,AMJ,0.2865,0.3709,0.3426,1
temperatura,12,2017,AMJ,0.3085,0.3709,0.3206,1
temperatura,12,2018,AMJ,0.3493,0.3164,0.3343,1
temperatura,12,2019,AMJ,0.3309,0.3582,0.3109,2
temperatura,12,2020,AMJ,0.3974,0.2856,0.3171,0
temperatura,12,2021,AMJ,0.3531,0.3134,0.3335,0
temperatura,12,2022,AMJ,0.2839,0.3443,0.3717,0
temperatura,12,2023,AMJ,0.2995,0.3182,0.3824,0
temperatura,12,2024,AMJ,0.4048,0.3417,0.2535,2
temperatura,12,2025,AMJ,0.4956,0.3167,0.1877,2
temperatura,12,1980,MJJ,0.3855,0.3288,0.2857,1
temperatura,12,1981,MJJ,0.2548,0.4209,0.3243,0
temperatura,12,1982,MJJ,0.2636,0.3980,0.3384,1
temperatura,12,1983,MJJ,0.3556,0.3291,0.3152,2
temperatura,12,1984,MJJ,0.4098,0.3587,0.2315,2
temperatura,12,1985,MJJ,0.3373,0.3888,0.2739,0
temperatura,12,1986,MJJ,0.3114,0.4711,0.2175,2
temperatura,12,1987,MJJ,0.3583,0.3588,0.2829,1
temperatura,12,1988,MJJ,0.3305,0.2908,0.3787,0
temperatura,12,1989,MJJ,0.3657,0.3825,0.2519,0
temperatura,12,1990,MJJ,0.2957,0.4946,0.2096,0
temperatura,12,1991,MJJ,0.3659,0.3285,0.3056,1
temperatura,12,1992,MJJ,0.3585,0.2765,0.3650,2
temperatura,12,1993,MJJ,0.3590,0.2832,0.3579,1
temperatura,12,1994,MJJ,0.3659,0.3011,0.3330,1
temperatura,12,1995,MJJ,0.3316,0.2635,0.4048,2
temperatura,12,1996,MJJ,0.4022,0.2973,0.3005,0
temperatura,12,1997,MJJ,0.3934,0.3451,0.2616,1
temperatura,12,1998,MJJ,0.2295,0.3922,0.3784,0
temperatura,12,1999,MJJ,0.3742,0.2425,0.3833,0
temperatura,12,2000,MJJ,0.3288,0.3987,0.2725,1
temperatura,12,2001,MJJ,0.3109,0.3767,0.3124,1
temperatura,12,2002,MJJ,0.3232,0.3378,0.3389,2
temperatura,12,2003,MJJ,0.3537,0.3887,0.2577,2
temperatura,12,2004,MJJ,0.3608,0.3221,0.3171,0
temperatura,12,2005,MJJ,0.3028,0.3941,0.3031,2
temperatura,12,2006,MJJ,0.3495,0.3081,0.3424,1
temperatura,12,2007,MJJ,0.3299,0.3748,0.2953,1
temperatura,12,2008,MJJ,0.2644,0.3513,0.3843,0
temperatura,12,2009,MJJ,0.3080,0.3915,0.3005,0
temperatura,12,2010,MJJ,0.3371,0.3006,0.3623,1
temperatura,12,2011,MJJ,0.3457,0.2440,0.4102,0
temperatura,12,2012,MJJ,0.3099,0.3433,0.3468,1
temperatura,12,2013,MJJ,0.2699,0.4230,0.3071,1
temperatura,12,2014,MJJ,0.3353,0.3905,0.2742,2
temperatura,12,2015,MJJ,0.3247,0.3454,0.3299,2
temperatura,12,2016,MJJ,0.3322,0.2593,0.4085,0
temperatura,12,2017,MJJ,0.3332,0.2370,0.4298,0
temperatura,12,2018,MJJ,0.3039,0.2399,0.4562,2
temperatura,12,2019,MJJ,0.2816,0.3963,0.3220,2
temperatura,12,2020,MJJ,0.3689,0.2154,0.4157,2
temperatura,12,2021,MJJ,0.3546,0.2544,0.3911,0
temperatura,12,2022,MJJ,0.2923,0.3291,0.3785,1
temperatura,12,2023,MJJ,0.2922,0.4030,0.3048,1
temperatura,12,2024,MJJ,0.3061,0.2355,0.4584,2
temperatura,12,2025,MJJ,0.4963,0.1804,0.3233,2
temperatura,12,1980,JJA,0.3755,0.3667,0.2579,1
temperatura,12,1981,JJA,0.3103,0.3631,0.3266,0
temperatura,12,1982,JJA,0.2894,0.3330,0.3776,2
temperatura,12,1983,JJA,0.2961,0.3465,0.3574,2
temperatura,12,1984,JJA,0.3467,0.3033,0.3500,1
temperatura,12,1985,JJA,0.3551,0.3522,0.2927,0
temperatura,12,1986,JJA,0.3632,0.3302,0.3066,1
temperatura,12,1987,JJA,0.3758,0.3110,0.3132,1
temperatura,12,1988,JJA,0.3001,0.3958,0.3041,0
temperatura,12,1989,JJA,0.3717,0.3364,0.2919,0
temperatura,12,1990,JJA,0.3953,0.3712,0.2335,0
temperatura,12,1991,JJA,0.4153,0.2597,0.3250,1
temperatura,12,1992,JJA,0.3122,0.3183,0.3695,1
temperatura,12,1993,JJA,0.2374,0.3030,0.4596,0
temperatura,12,1994,JJA,0.3223,0.3882,0.2894,0
temperatura,12,1995,JJA,0.2614,0.3276,0.4111,2
temperatura,12,1996,JJA,0.3811,0.3561,0.2628,0
temperatura,12,1997,JJA,0.4173,0.3682,0.2145,2
temperatura,12,1998,JJA,0.2824,0.2850,0.4326,2
temperatura,12,1999,JJA,0.3624,0.3615,0.2761,1
temperatura,12,2000,JJA,0.3355,0.3415,0.3229,1
temperatura,12,2001,JJA,0.2978,0.3683,0.3339,2
temperatura,12,2002,JJA,0.3083,0.3547,0.3370,2
temperatura,12,2003,JJA,0.4096,0.3210,0.2694,2
temperatura,12,2004,JJA,0.3278,0.3260,0.3462,0
temperatura,12,2005,JJA,0.3681,0.3149,0.3171,2
temperatura,12,2006,JJA,0.3135,0.3050,0.3815,2
temperatura,12,2007,JJA,0.3404,0.3378,0.3218,1
temperatura,12,2008,JJA,0.2926,0.3350,0.3724,2
temperatura,12,2009,JJA,0.3163,0.3287,0.3551,0
temperatura,12,2010,JJA,0.3237,0.3114,0.3649,1
temperatura,12,2011,JJA,0.3556,0.3492,0.2951,1
temperatura,12,2012,JJA,0.3043,0.3395,0.3563,2
temperatura,12,2013,JJA,0.3201,0.2796,0.4004,1
temperatura,12,2014,JJA,0.4048,0.3300,0.2652,2
temperatura,12,2015,JJA,0.3505,0.3281,0.3214,2
temperatura,12,2016,JJA,0.2851,0.3716,0.3434,0
temperatura,12,2017,JJA,0.3459,0.3445,0.3096,0
temperatura,12,2018,JJA,0.2820,0.3185,0.3995,1
temperatura,12,2019,JJA,0.2814,0.2938,0.4248,0
temperatura,12,2020,JJA,0.3085,0.3541,0.3374,2
temperatura,12,2021,JJA,0.2975,0.3359,0.3666,0
temperatura,12,2022,JJA,0.3153,0.3289,0.3558,0
temperatura,12,2023,JJA,0.3303,0.2606,0.4091,1
temperatura,12,2024,JJA,0.2857,0.3413,0.3730,2
temperatura,12,2025,JJA,0.3863,0.2805,0.3332,1
temperatura,12,1980,JAS,0.4194,0.3362,0.2443,0
temperatura,12,1981,JAS,0.4758,0.2693,0.2549,0
temperatura,12,1982,JAS,0.4732,0.2625,0.2643,1
temperatura,12,1983,JAS,0.4207,0.2702,0.3091,1
temperatura,12,1984,JAS,0.4132,0.2721,0.3147,0
temperatura,12,1985,JAS,0.4581,0.3025,0.2394,1
temperatura,12,1986,JAS,0.4083,0.3366,0.2551,0
temperatura,12,1987,JAS,0.4603,0.2805,0.2592,1
temperatura,12,1988,JAS,0.3872,0.3148,0.2980,0
temperatura,12,1989,JAS,0.3573,0.3930,0.2497,0
temperatura,12,1990,JAS,0.3256,0.4110,0.2634,0
temperatura,12,1991,JAS,0.4127,0.2851,0.3022,0
temperatura,12,1992,JAS,0.3711,0.3153,0.3136,0
temperatura,12,1993,JAS,0.3521,0.2402,0.4077,0
temperatura,12,1994,JAS,0.3593,0.3245,0.3163,1
temperatura,12,1995,JAS,0.3522,0.3362,0.3116,2
temperatura,12,1996,JAS,0.3631,0.3426,0.2943,0
temperatura,12,1997,JAS,0.4013,0.3533,0.2454,2
temperatura,12,1998,JAS,0.3351,0.3585,0.3065,2
temperatura,12,1999,JAS,0.3449,0.3656,0.2895,1
temperatura,12,2000,JAS,0.2993,0.4033,0.2975,0
temperatura,12,2001,JAS,0.3278,0.3438,0.3284,1
temperatura,12,2002,JAS,0.3330,0.3354,0.3315,2
temperatura,12,2003,JAS,0.3901,0.2605,0.3495,1
temperatura,12,2004,JAS,0.3165,0.3409,0.3426,2
temperatura,12,2005,JAS,0.3303,0.3625,0.3072,2
temperatura,12,2006,JAS,0.3313,0.3193,0.3494,2
temperatura,12,2007,JAS,0.2992,0.3631,0.3378,2
temperatura,12,2008,JAS,0.3280,0.2845,0.3875,1
temperatura,12,2009,JAS,0.2936,0.3682,0.3382,2
temperatura,12,2010,JAS,0.3133,0.3379,0.3488,2
temperatura,12,2011,JAS,0.2825,0.3767,0.3408,1
temperatura,12,2012,JAS,0.2836,0.3350,0.3814,2
temperatura,12,2013,JAS,0.2678,0.3144,0.4179,1
temperatura,12,2014,JAS,0.3002,0.3480,0.3519,2
temperatura,12,2015,JAS,0.2818,0.3441,0.3740,2
temperatura,12,2016,JAS,0.2492,0.2949,0.4560,1
temperatura,12,2017,JAS,0.2874,0.3231,0.3894,1
temperatura,12,2018,JAS,0.2109,0.3673,0.4218,0
temperatura,12,2019,JAS,0.2317,0.3485,0.4198,0
temperatura,12,2020,JAS,0.2316,0.3647,0.4037,2
temperatura,12,2021,JAS,0.2385,0.3465,0.4150,1
temperatura,12,2022,JAS,0.2065,0.4238,0.3697,0
temperatura,12,2023,JAS,0.2615,0.3403,0.3982,2
temperatura,12,2024,JAS,0.2269,0.3597,0.4133,2
temperatura,12,2025,JAS,0.2411,0.3214,0.4375,1
temperatura,12,1980,ASO,0.4557,0.2571,0.2872,0
temperatura,12,1981,ASO,0.5030,0.2372,0.2597,0
temperatura,12,1982,ASO,0.5453,0.2202,0.2345,1
temperatura,12,1983,ASO,0.3969,0.3304,0.2727,0
temperatura,12,1984,ASO,0.3715,0.3666,0.2619,0
temperatura,12,1985,ASO,0.4900,0.2646,0.2454,2
temperatura,12,1986,ASO,0.4657,0.2500,0.2843,0
temperatura,12,1987,ASO,0.4436,0.2623,0.2941,0
temperatura,12,1988,ASO,0.3819,0.2750,0.3431,1
temperatura,12,1989,ASO,0.3948,0.3325,0.2727,0
temperatura,12,1990,ASO,0.4252,0.2494,0.3254,0
temperatura,12,1991,ASO,0.4254,0.2704,0.3042,0
temperatura,12,1992,ASO,0.3444,0.3637,0.2919,0
temperatura,12,1993,ASO,0.4067,0.2741,0.3192,0
temperatura,12,1994,ASO,0.4325,0.2587,0.3087,2
temperatura,12,1995,ASO,0.3399,0.3759,0.2842,1
temperatura,12,1996,ASO,0.3399,0.3688,0.2913,0
temperatura,12,1997,ASO,0.3989,0.3219,0.2792,2
temperatura,12,1998,ASO,0.3363,0.3360,0.3277,2
temperatura,12,1999,ASO,0.3295,0.3030,0.3674,0
temperatura,12,2000,ASO,0.3522,0.3431,0.3047,1
temperatura,12,2001,ASO,0.3395,0.3545,0.3060,1
temperatura,12,2002,ASO,0.3351,0.3295,0.3354,2
temperatura,12,2003,ASO,0.3135,0.3115,0.3750,1
temperatura,12,2004,ASO,0.2990,0.3547,0.3463,2
temperatura,12,2005,ASO,0.3399,0.2967,0.3634,2
temperatura,12,2006,ASO,0.3455,0.3057,0.3488,1
temperatura,12,2007,ASO,0.2804,0.3678,0.3518,2
temperatura,12,2008,ASO,0.2808,0.4092,0.3101,1
temperatura,12,2009,ASO,0.2726,0.3602,0.3672,1
temperatura,12,2010,ASO,0.2624,0.3613,0.3763,0
temperatura,12,2011,ASO,0.3165,0.2401,0.4434,1
temperatura,12,2012,ASO,0.2535,0.4400,0.3065,2
temperatura,12,2013,ASO,0.2524,0.3815,0.3661,1
temperatura,12,2014,ASO,0.2797,0.3690,0.3513,2
temperatura,12,2015,ASO,0.2687,0.3461,0.3852,2
temperatura,12,2016,ASO,0.2210,0.2832,0.4958,1
temperatura,12,2017,ASO,0.2840,0.3423,0.3737,2
temperatura,12,2018,ASO,0.1990,0.4164,0.3847,0
temperatura,12,2019,ASO,0.2241,0.3771,0.3988,1
temperatura,12,2020,ASO,0.1980,0.4502,0.3518,2
temperatura,12,2021,ASO,0.2157,0.4001,0.3842,1
temperatura,12,2022,ASO,0.1965,0.3567,0.4469,0
temperatura,12,2023,ASO,0.2403,0.4042,0.3555,2
temperatura,12,2024,ASO,0.1751,0.4966,0.3282,2
temperatura,12,2025,ASO,0.1938,0.4052,0.4009,1
temperatura,12,1980,SON,0.4045,0.3598,0.2356,0
temperatura,12,1981,SON,0.3080,0.4151,0.2768,0
temperatura,12,1982,SON,0.3923,0.3221,0.2855,1
temperatura,12,1983,SON,0.4005,0.3636,0.2359,0
temperatura,12,1984,SON,0.4780,0.2723,0.2497,1
temperatura,12,1985,SON,0.4393,0.2814,0.2793,1
temperatura,12,1986,SON,0.4294,0.3149,0.2557,1
temperatura,12,1987,SON,0.3650,0.3709,0.2642,0
temperatura,12,1988,SON,0.3432,0.3764,0.2804,0
temperatura,12,1989,SON,0.3623,0.3243,0.3134,0
temperatura,12,1990,SON,0.3859,0.3317,0.2823,1
temperatura,12,1991,SON,0.3630,0.3643,0.2727,1
temperatura,12,1992,SON,0.3619,0.3504,0.2877,0
temperatura,12,1993,SON,0.2903,0.5124,0.1973,2
temperatura,12,1994,SON,0.3860,0.3579,0.2562,2
temperatura,12,1995,SON,0.3823,0.3190,0.2987,0
temperatura,12,1996,SON,0.3368,0.3338,0.3294,0
temperatura,12,1997,SON,0.3156,0.3740,0.3103,2
temperatura,12,1998,SON,0.3345,0.3734,0.2921,0
temperatura,12,1999,SON,0.3083,0.3500,0.3418,0
temperatura,12,2000,SON,0.3836,0.2949,0.3215,2
temperatura,12,2001,SON,0.3447,0.3011,0.3542,1
temperatura,12,2002,SON,0.3263,0.3510,0.3227,2
temperatura,12,2003,SON,0.3188,0.3492,0.3319,1
temperatura,12,2004,SON,0.3482,0.3199,0.3319,2
temperatura,12,2005,SON,0.3145,0.3614,0.3241,1
temperatura,12,2006,SON,0.2853,0.3761,0.3386,1
temperatura,12,2007,SON,0.3331,0.3263,0.3406,2
temperatura,12,2008,SON,0.2912,0.3037,0.4050,0
temperatura,12,2009,SON,0.3385,0.3028,0.3588,2
temperatura,12,2010,SON,0.2865,0.3401,0.3734,1
temperatura,12,2011,SON,0.2776,0.3259,0.3964,0
temperatura,12,2012,SON,0.3146,0.3184,0.3670,2
temperatura,12,2013,SON,0.3385,0.2905,0.3710,1
temperatura,12,2014,SON,0.2661,0.3442,0.3896,2
temperatura,12,2015,SON,0.2602,0.3521,0.3877,2
temperatura,12,2016,SON,0.3121,0.3195,0.3684,1
temperatura,12,2017,SON,0.2564,0.3349,0.4087,2
temperatura,12,2018,SON,0.2759,0.3184,0.4058,0
temperatura,12,2019,SON,0.2907,0.3144,0.3949,2
temperatura,12,2020,SON,0.3166,0.2956,0.3877,2
temperatura,12,2021,SON,0.2582,0.2887,0.4531,1
temperatura,12,2022,SON,0.2176,0.3121,0.4703,0
temperatura,12,2023,SON,0.2519,0.3123,0.4358,2
temperatura,12,2024,SON,0.3093,0.3309,0.3598,2
temperatura,12,2025,SON,0.2435,0.2675,0.4890,1
temperatura,12,1980,OND,0.3983,0.3496,0.2521,1
temperatura,12,1981,OND,0.2701,0.4546,0.2753,0
temperatura,12,1982,OND,0.3660,0.3359,0.2982,1
temperatura,12,1983,OND,0.3213,0.4429,0.2357,0
temperatura,12,1984,OND,0.3761,0.3568,0.2671,0
temperatura,12,1985,OND,0.3880,0.3090,0.3030,1
temperatura,12,1986,OND,0.3869,0.3323,0.2808,1
temperatura,12,1987,OND,0.3686,0.3614,0.2700,1
temperatura,12,1988,OND,0.3412,0.4022,0.2566,0
temperatura,12,1989,OND,0.2950,0.3658,0.3391,0
temperatura,12,1990,OND,0.3598,0.3516,0.2886,2
temperatura,12,1991,OND,0.3562,0.3560,0.2878,1
